"place_name","place_name_ascii"
"Renay","Renay"
"Renault","Renault"
"Renaudet","Renaudet"
"Château Renaud","Chateau Renaud"
"Renaucourt","Renaucourt"
"Bois des Renardières","Bois des Renardieres"
"Renarde","Renarde"
"Étang Renard","Etang Renard"
"Château Renard","Chateau Renard"
"Renansart","Renansart"
"Renaison","Renaison"
"Renage","Renage"
"Étang de Renac","Etang de Renac"
"Renac","Renac"
"Forêt de la Rena","Foret de la Rena"
"Forêt de Rémy","Foret de Remy"
"Rémy","Remy"
"Remy","Remy"
"Rémuzat","Remuzat"
"Remungol","Remungol"
"Rempnat","Rempnat"
"Removille","Removille"
"Ruisseau du Rémouly","Ruisseau du Remouly"
"Remoulins","Remoulins"
"Remouillé","Remouille"
"Lac de Remoray","Lac de Remoray"
"Remoray-Boujeons","Remoray-Boujeons"
"Rémonville","Remonville"
"Remontalou","Remontalou"
"Remomeix","Remomeix"
"Rémondans-Vaivre","Remondans-Vaivre"
"Remoncourt","Remoncourt"
"Remoncourt","Remoncourt"
"Remollon","Remollon"
"Remoiville","Remoiville"
"Rémois","Remois"
"Remiremont","Remiremont"
"Réminiac","Reminiac"
"Mont Remin","Mont Remin"
"Remilly-Wirquin","Remilly-Wirquin"
"Remilly-sur-Tille","Remilly-sur-Tille"
"Remilly-sur-Lozon","Remilly-sur-Lozon"
"Remilly-les-Pothées","Remilly-les-Pothees"
"Remilly-en-Montagne","Remilly-en-Montagne"
"Remilly-Aillicourt","Remilly-Aillicourt"
"Forêt de Rémilly","Foret de Remilly"
"Rémilly","Remilly"
"Rémilly","Remilly"
"Remigny","Remigny"
"Remigny","Remigny"
"Remies","Remies"
"Remiencourt","Remiencourt"
"Remicourt","Remicourt"
"Remicourt","Remicourt"
"Remeron","Remeron"
"Rémering-lès-Puttelange","Remering-les-Puttelange"
"Rémering","Remering"
"Réméréville","Remereville"
"Rémérangles","Remerangles"
"Remenoville","Remenoville"
"Remennecourt","Remennecourt"
"Rémeling","Remeling"
"Rémelfing","Remelfing"
"Rémelfang","Remelfang"
"Rémécourt","Remecourt"
"Rembercourt-sur-Mad","Rembercourt-sur-Mad"
"Rembercourt-Sommaisne","Rembercourt-Sommaisne"
"Rembercourt","Rembercourt"
"Remauville","Remauville"
"Remaugies","Remaugies"
"Remaucourt","Remaucourt"
"Remaucourt","Remaucourt"
"Rémarde","Remarde"
"Rémalard","Remalard"
"Remaisnil","Remaisnil"
"Rely","Rely"
"Relourtour","Relourtour"
"Relevant","Relevant"
"Chenal du Relec","Chenal du Relec"
"Relans","Relans"
"Relanges","Relanges"
"Relais-an-Roux","Relais-an-Roux"
"Rejet-de-Beaulieu","Rejet-de-Beaulieu"
"Réjaumont","Rejaumont"
"Réjaumont","Rejaumont"
"Rejatas","Rejatas"
"Rejasses","Rejasses"
"Ravin de Rèjaroues","Ravin de Rejaroues"
"Reix","Reix"
"Reitwiller","Reitwiller"
"Reithouse","Reithouse"
"Réissant","Reissant"
"Reipertswiller","Reipertswiller"
"Reiningue","Reiningue"
"Reinhardsmunster","Reinhardsmunster"
"Forêt de la Reine","Foret de la Reine"
"Couvent de Reinacker","Couvent de Reinacker"
"Reims-la-Brulée","Reims-la-Brulee"
"Bois de Reims","Bois de Reims"
"Arrondissement de Reims","Arrondissement de Reims"
"Reims","Reims"
"Reimerswiller","Reimerswiller"
"Reilly","Reilly"
"Reillon","Reillon"
"Reillanne","Reillanne"
"Reillac","Reillac"
"Reilhanette","Reilhanette"
"Reilhaguet","Reilhaguet"
"Reilhac","Reilhac"
"Reilhac","Reilhac"
"Reilhac","Reilhac"
"Reigny","Reigny"
"Reigny","Reigny"
"Reignier-Ésery","Reignier-Esery"
"Reigneville-Bocage","Reigneville-Bocage"
"Reignefort","Reignefort"
"Reignat","Reignat"
"Reignat","Reignat"
"Reignac-sur-Indre","Reignac-sur-Indre"
"Reignac","Reignac"
"Reignac","Reignac"
"Reichstett","Reichstett"
"Reichshoffen","Reichshoffen"
"Reichsfeld","Reichsfeld"
"Reichas","Reichas"
"Rehthal","Rehthal"
"Réhon","Rehon"
"Reherrey","Reherrey"
"Rehaupal","Rehaupal"
"Rehainviller","Rehainviller"
"Rehaincourt","Rehaincourt"
"Régusse","Regusse"
"Réguisheim","Reguisheim"
"Réguiny","Reguiny"
"Ruisseau Regrimay","Ruisseau Regrimay"
"Fort du Regret","Fort du Regret"
"Regret","Regret"
"Regny","Regny"
"Regny","Regny"
"Régny","Regny"
"Regniowez","Regniowez"
"Regnière-Écluse","Regniere-Ecluse"
"Régnié-Durette","Regnie-Durette"
"Regney","Regney"
"Regnéville-sur-Meuse","Regneville-sur-Meuse"
"Regnéville-sur-Mer","Regneville-sur-Mer"
"Havre de Regnéville","Havre de Regneville"
"Regnévelle","Regnevelle"
"Regneux","Regneux"
"Régnetuit","Regnetuit"
"Forêt du Regnaval","Foret du Regnaval"
"Regnauville","Regnauville"
"Regnauds","Regnauds"
"Pic du Reglet","Pic du Reglet"
"Punta Reginosa","Punta Reginosa"
"Regino","Regino"
"Regier","Regier"
"Mont Reggi Pozzo","Mont Reggi Pozzo"
"Regaussou","Regaussou"
"Régat","Regat"
"Craste de la Régasse","Craste de la Regasse"
"Montagne de Regagnas","Montagne de Regagnas"
"Château de Regagnac","Chateau de Regagnac"
"Régades","Regades"
"Refranche","Refranche"
"Refourgan","Refourgan"
"Reffuveille","Reffuveille"
"Reffroy","Reffroy"
"Reffannes","Reffannes"
"Réez-Fosse-Martin","Reez-Fosse-Martin"
"Pic Redoun","Pic Redoun"
"Redortiers","Redortiers"
"Le Mont Redorte","Le Mont Redorte"
"Redondesagne","Redondesagne"
"Mont Redon","Mont Redon"
"Mont Redon","Mont Redon"
"Étang Redon","Etang Redon"
"Arrondissement de Redon","Arrondissement de Redon"
"Redon","Redon"
"Réding","Reding"
"Mont Redine","Mont Redine"
"Redessan","Redessan"
"Cap Rederís","Cap Rederis"
"Réderie","Rederie"
"Rédené","Redene"
"Ruisseau de Redebra","Ruisseau de Redebra"
"Rédange","Redange"
"Recy","Recy"
"Récy","Recy"
"Recusset","Recusset"
"Recurt","Recurt"
"Recur","Recur"
"Reculfoz","Reculfoz"
"Reculefort","Reculefort"
"Reculay","Reculay"
"Lac de la Reculaïa","Lac de la Reculaia"
"Recquignies","Recquignies"
"Recques-sur-Hem","Recques-sur-Hem"
"Recques-sur-Course","Recques-sur-Course"
"Recouvrance","Recouvrance"
"Recouvrance","Recouvrance"
"Récourt-le-Creux","Recourt-le-Creux"
"Récourt","Recourt"
"Récourt","Recourt"
"Recours","Recours"
"Recours","Recours"
"Recoules-Prévinquières","Recoules-Previnquieres"
"Recoules-de-Fumas","Recoules-de-Fumas"
"Recoules-d’Aubrac","Recoules-d'Aubrac"
"Recoules","Recoules"
"Recoules","Recoules"
"Recougros","Recougros"
"Cime de la Recoude","Cime de la Recoude"
"Recoubeau-Jansac","Recoubeau-Jansac"
"Réconfort","Reconfort"
"Col de Recon","Col de Recon"
"Recologne-lès-Rioz","Recologne-les-Rioz"
"Recologne","Recologne"
"Recologne","Recologne"
"Mont des Récollets","Mont des Recollets"
"Recoleine","Recoleine"
"Recloses","Recloses"
"Forêt des Reclos","Foret des Reclos"
"Réclonville","Reclonville"
"Reclinghem","Reclinghem"
"Reclinghem","Reclinghem"
"Reclesne","Reclesne"
"Reclancourt","Reclancourt"
"Réclainville","Reclainville"
"Réclainville","Reclainville"
"Port de Recisa","Port de Recisa"
"Bois de Récicourt","Bois de Recicourt"
"Récicourt","Recicourt"
"Rechotte","Rechotte"
"Rec’hier Doun","Rec'hier Doun"
"Réchicourt-le-Château","Rechicourt-le-Chateau"
"Réchicourt-la-Petite","Rechicourt-la-Petite"
"Réchicourt","Rechicourt"
"Réchésy","Rechesy"
"Plateau de la Recherche","Plateau de la Recherche"
"Pointe de la Rechasse","Pointe de la Rechasse"
"Recharinges","Recharinges"
"Rech","Rech"
"Recey-sur-Ource","Recey-sur-Ource"
"Bois Recevais","Bois Recevais"
"Receux","Receux"
"Reces","Reces"
"Recanoz","Recanoz"
"Rebrun","Rebrun"
"Rebreuviette","Rebreuviette"
"Rebreuve-sur-Canche","Rebreuve-sur-Canche"
"Rebreuve-Ranchicourt","Rebreuve-Ranchicourt"
"Rebréchien","Rebrechien"
"Reboursin","Reboursin"
"Rebourseaux","Rebourseaux"
"Rebours","Rebours"
"Rebourguil","Rebourguil"
"Rebouc","Rebouc"
"Rebigue","Rebigue"
"Rebeyrolles","Rebeyrolles"
"Rebeuville","Rebeuville"
"Rebets","Rebets"
"Rebertingue","Rebertingue"
"Rebergues","Rebergues"
"Pic Rébéquier","Pic Rebequier"
"Rebenty","Rebenty"
"Ruisseau Rebenti","Ruisseau Rebenti"
"Rébénacq","Rebenacq"
"Rebecques","Rebecques"
"Rebbia","Rebbia"
"Rebais","Rebais"
"Reauze","Reauze"
"Château des Réaux","Chateau des Reaux"
"Château des Réaux","Chateau des Reaux"
"Réaux","Reaux"
"Réauville","Reauville"
"Réaute","Reaute"
"Réaup-Lisse","Reaup-Lisse"
"Réaumur","Reaumur"
"Réaumont","Reaumont"
"Réau","Reau"
"Réart","Reart"
"Réans","Reans"
"Réalville","Realville"
"Bassin de Réal Tort","Bassin de Real Tort"
"Réalmont","Realmont"
"Bastide Real-Martin","Bastide Real-Martin"
"Réal Martin","Real Martin"
"Torrent de Réallon","Torrent de Reallon"
"Réallon","Reallon"
"Ruisseau le Réal d’Or","Ruisseau le Real d'Or"
"Réal Collobrier","Real Collobrier"
"Réalcamp","Realcamp"
"Réal","Real"
"Mont de Réa","Mont de Rea"
"Île de Ré","Ile de Re"
"Razoux","Razoux"
"Razines","Razines"
"Razimet","Razimet"
"Mont Razet","Mont Razet"
"Razès","Razes"
"Razens","Razens"
"Razengues","Razengues"
"Razel","Razel"
"Razecueillé","Razecueille"
"Raze","Raze"
"Razac-sur-l’Isle","Razac-sur-l'Isle"
"Razac-d’Eymet","Razac-d'Eymet"
"Razac-de-Saussignac","Razac-de-Saussignac"
"Pointe du Raz","Pointe du Raz"
"Ray-sur-Saône","Ray-sur-Saone"
"Rayssac","Rayssac"
"Rayret","Rayret"
"Raynans","Raynans"
"Raymond","Raymond"
"Rayet","Rayet"
"Raye-sur-Authie","Raye-sur-Authie"
"Ruisseau le Rawé","Ruisseau le Rawe"
"Ruisseau le Ravillon","Ruisseau le Ravillon"
"Ravilloles","Ravilloles"
"Raville-sur-Sânon","Raville-sur-Sanon"
"Raville","Raville"
"Raville","Raville"
"Ravigny","Ravigny"
"Bois Communal de Ravières","Bois Communal de Ravieres"
"Ravières","Ravieres"
"Ruisseau le Ravet","Ruisseau le Ravet"
"Raves","Raves"
"Raventhun","Raventhun"
"Ravenoville","Ravenoville"
"Ravennefontaines","Ravennefontaines"
"Ravenel","Ravenel"
"Ravel-et-Ferriers","Ravel-et-Ferriers"
"Ravel","Ravel"
"Bois de Raveau","Bois de Raveau"
"Raveau","Raveau"
"Ravanel","Ravanel"
"Rauzan","Rauzan"
"Rauwiller","Rauwiller"
"Rauville-la-Place","Rauville-la-Place"
"Rauville-la-Bigot","Rauville-la-Bigot"
"Rau Sobran","Rau Sobran"
"Rauret","Rauret"
"Ruisseau le Raunier","Ruisseau le Raunier"
"Ruisseau le Raumartin","Ruisseau le Raumartin"
"Raulhac","Raulhac"
"Raulecourt","Raulecourt"
"Raucourt-et-Flaba","Raucourt-et-Flaba"
"Raucourt-au-Bois","Raucourt-au-Bois"
"Raucourt","Raucourt"
"Raucoules","Raucoules"
"Raubaly","Raubaly"
"Ratzwiller","Ratzwiller"
"Ratte","Ratte"
"Île Ratonneau","Ile Ratonneau"
"Montagne de Raton","Montagne de Raton"
"Cime de Raton","Cime de Raton"
"Île Ratino","Ile Ratino"
"Ratin","Ratin"
"Ratiéville","Ratieville"
"Ratières","Ratieres"
"Ratière","Ratiere"
"Aiguille du Ratier","Aiguille du Ratier"
"Rathsamhausen","Rathsamhausen"
"Ratenelle","Ratenelle"
"Montagne de Ratelier","Montagne de Ratelier"
"Rateau d’Aussois","Rateau d'Aussois"
"Ruisseau du Rateau","Ruisseau du Rateau"
"Glacier du Rateau","Glacier du Rateau"
"Rateau","Rateau"
"Rat","Rat"
"Cime de Rastel","Cime de Rastel"
"Rasteau","Rasteau"
"Canal de Rassuen","Canal de Rassuen"
"Rassuen","Rassuen"
"Rassiels","Rassiels"
"Château de Rasque","Chateau de Rasque"
"Pointe de Rasis","Pointe de Rasis"
"Punta Rasin","Punta Rasin"
"Rasiguères","Rasigueres"
"Ruisseau de Rasignane","Ruisseau de Rasignane"
"Rascoupet","Rascoupet"
"Cap de Rascasse","Cap de Rascasse"
"Rarécourt","Rarecourt"
"Raray","Raray"
"Rapsécourt","Rapsecourt"
"Fort Rapp","Fort Rapp"
"Rapilly","Rapilly"
"Raphèle-lès-Arles","Raphele-les-Arles"
"Rapey","Rapey"
"Rapevache","Rapevache"
"Rapechy","Rapechy"
"Col de Rapari","Col de Rapari"
"Rapale","Rapale"
"Rapaggio","Rapaggio"
"Raon-sur-Plaine","Raon-sur-Plaine"
"Raon-l’Étape","Raon-l'Etape"
"Raon-lès-Leau","Raon-les-Leau"
"Raon-aux-Bois","Raon-aux-Bois"
"Mont Rao","Mont Rao"
"Ranzières","Ranzieres"
"Ranzevelle","Ranzevelle"
"Ranville-Breuillaud","Ranville-Breuillaud"
"Ranville","Ranville"
"Rantzwiller","Rantzwiller"
"Ranton","Ranton"
"Rantigny","Rantigny"
"Rantechaux","Rantechaux"
"Ranspach-le-Haut","Ranspach-le-Haut"
"Ranspach-le-Bas","Ranspach-le-Bas"
"Ranspach","Ranspach"
"Port de Ransol","Port de Ransol"
"Ransart","Ransart"
"Rans","Rans"
"Ranrais","Ranrais"
"Anse du Ranquet","Anse du Ranquet"
"Ranquet","Ranquet"
"Ranorgat","Ranorgat"
"Rannée","Rannee"
"Ranguevaux","Ranguevaux"
"Rangueuil","Rangueuil"
"Rangiport","Rangiport"
"Rangen","Rangen"
"Rangecourt","Rangecourt"
"Rang-du-Fliers","Rang-du-Fliers"
"Rang","Rang"
"Bois de Rânes","Bois de Ranes"
"Rânes","Ranes"
"Ranée","Ranee"
"Randonnai","Randonnai"
"Mont Randon","Mont Randon"
"Randol","Randol"
"Randevillers","Randevillers"
"Randens","Randens"
"Randanne","Randanne"
"Randan","Randan"
"Randan","Randan"
"Rancy","Rancy"
"Torrent la Rancure","Torrent la Rancure"
"Rancourt-sur-Ornain","Rancourt-sur-Ornain"
"Rancourt","Rancourt"
"Rancourt","Rancourt"
"Rancoudray","Rancoudray"
"Rançonnières","Ranconnieres"
"Ruisseau le Rançon","Ruisseau le Rancon"
"Forêt de Rancon","Foret de Rancon"
"Rançon","Rancon"
"Rancon","Rancon"
"Rancogne","Rancogne"
"Rancilhac","Rancilhac"
"Rancier","Rancier"
"Ranchy","Ranchy"
"Ranchoux","Ranchoux"
"Ranchot","Ranchot"
"Ranchicourt","Ranchicourt"
"Ranchette","Ranchette"
"Ranchal","Ranchal"
"Rances","Rances"
"Rancennes","Rancennes"
"Rancenay","Rancenay"
"Ranceau","Ranceau"
"Rance","Rance"
"Rance","Rance"
"Rancé","Rance"
"Rancé","Rance"
"Rampoux","Rampoux"
"Rampont","Rampont"
"Montagne de Ramponenche","Montagne de Ramponenche"
"Rampon","Rampon"
"Rampon","Rampon"
"Rampillon","Rampillon"
"Mont Rampignon","Mont Rampignon"
"Rampieux","Rampieux"
"Rampan","Rampan"
"Ramouzens","Ramouzens"
"Ramousies","Ramousies"
"Ramous","Ramous"
"Ramourousele","Ramourousele"
"Ramoulu","Ramoulu"
"Ramonville-Saint-Agne","Ramonville-Saint-Agne"
"Forêt de Ramondens","Foret de Ramondens"
"Ramonchamp","Ramonchamp"
"Rammersmatt","Rammersmatt"
"Ramillies","Ramillies"
"Ramicourt","Ramicourt"
"Forêt de la Ramette","Foret de la Ramette"
"Étang de Ramerupt","Etang de Ramerupt"
"Ramerupt","Ramerupt"
"Ruisseau le Ramel","Ruisseau le Ramel"
"Rameix","Rameix"
"Mont des Ramées","Mont des Ramees"
"Ramecourt","Ramecourt"
"Ramecourt","Ramecourt"
"Rameau","Rameau"
"Rambures","Rambures"
"Ramburelles","Ramburelles"
"Rambucourt","Rambucourt"
"Forêt de Rambouillet","Foret de Rambouillet"
"Arrondissement de Rambouillet","Arrondissement de Rambouillet"
"Rambouillet","Rambouillet"
"Rambluzin-et-Benoite-Vaux","Rambluzin-et-Benoite-Vaux"
"Forêt de Rambervillers","Foret de Rambervillers"
"Rambervillers","Rambervillers"
"Rambert","Rambert"
"Port Rambaud","Port Rambaud"
"Rambaud","Rambaud"
"Pointe de Ramavoulla","Pointe de Ramavoulla"
"Ramatuelle","Ramatuelle"
"Bois de la Ramasse","Bois de la Ramasse"
"Ramasse","Ramasse"
"Étang de la Ramade","Etang de la Ramade"
"Étang de la Rama","Etang de la Rama"
"Col de la Rama","Col de la Rama"
"Raloy","Raloy"
"Ralant","Ralant"
"Mont Raja","Mont Raja"
"Raizeux","Raizeux"
"Raix","Raix"
"Rai","Rai"
"Raissac-sur-Lampy","Raissac-sur-Lampy"
"Raissac-d’Aude","Raissac-d'Aude"
"Raissac","Raissac"
"Forêt de Raismes","Foret de Raismes"
"Raismes","Raismes"
"Rainvillers","Rainvillers"
"Rainville","Rainville"
"Rainsars","Rainsars"
"Rainneville","Rainneville"
"Rainfreville","Rainfreville"
"Rainecourt","Rainecourt"
"Raincourt","Raincourt"
"Rainçon","Raincon"
"Raincheval","Raincheval"
"Rainans","Rainans"
"Raimbeaucourt","Raimbeaucourt"
"Raillimont","Raillimont"
"Raillicourt","Raillicourt"
"Railleu","Railleu"
"Raillencourt-Sainte-Olle","Raillencourt-Sainte-Olle"
"Ruisseau de la Raie","Ruisseau de la Raie"
"Bois de la Raie","Bois de la Raie"
"Raids","Raids"
"Forêt de Rahon","Foret de Rahon"
"Rahon","Rahon"
"Rahon","Rahon"
"Rahling","Rahling"
"Rahay","Rahay"
"Rahart","Rahart"
"Bois Ragy","Bois Ragy"
"Raguin","Raguin"
"Île Raguenez","Ile Raguenez"
"Île Raguénez","Ile Raguenez"
"Ragon","Ragon"
"Ragny","Ragny"
"Ragina","Ragina"
"Mont Ragias","Mont Ragias"
"Raghino","Raghino"
"Forêt de Rageuse","Foret de Rageuse"
"Rageade","Rageade"
"Bois de Rafour","Bois de Rafour"
"Raffetot","Raffetot"
"Raffet","Raffet"
"Raffaillac","Raffaillac"
"Pointe de Rafaello","Pointe de Rafaello"
"Raedersheim","Raedersheim"
"Raedersdorf","Raedersdorf"
"Radrais","Radrais"
"Radonvilliers","Radonvilliers"
"Radon","Radon"
"Radinghem-en-Weppes","Radinghem-en-Weppes"
"Radinghem","Radinghem"
"Punta Radiche","Punta Radiche"
"Radicatel","Radicatel"
"Radepont","Radepont"
"Radenac","Radenac"
"Ridens de la Rade","Ridens de la Rade"
"Banc de la Rade","Banc de la Rade"
"Raddon-et-Chapendu","Raddon-et-Chapendu"
"Ruisseau de Radda","Ruisseau de Radda"
"Racrange","Racrange"
"Racquinghem","Racquinghem"
"Racines","Racines"
"Port Racine","Port Racine"
"Racinai","Racinai"
"Bois le Rachoux","Bois le Rachoux"
"Bois de la Racheuse","Bois de la Racheuse"
"Râches","Raches"
"Rachecourt-sur-Marne","Rachecourt-sur-Marne"
"Rachecourt-Suzémont","Rachecourt-Suzemont"
"Rachat","Rachat"
"Cime de Rachas","Cime de Rachas"
"Mont Rachais","Mont Rachais"
"Racécourt","Racecourt"
"Lac de Rabuons","Lac de Rabuons"
"Rabrunain","Rabrunain"
"Rabouillet","Rabouillet"
"Rabou","Rabou"
"Bois du Rabot","Bois du Rabot"
"Rabot","Rabot"
"Rabodeau","Rabodeau"
"Rabodanges","Rabodanges"
"Rablay-sur-Layon","Rablay-sur-Layon"
"Ruisseau de Rabistau","Ruisseau de Rabistau"
"Torrent du Rabioux","Torrent du Rabioux"
"Pointe de Rabiou","Pointe de Rabiou"
"Bois du Rabey","Bois du Rabey"
"Ruisseau la Rabette","Ruisseau la Rabette"
"Rabette","Rabette"
"Rabet","Rabet"
"Rabes","Rabes"
"Rabat-les-Trois-Seigneurs","Rabat-les-Trois-Seigneurs"
"Rabastens-de-Bigorre","Rabastens-de-Bigorre"
"Rabastens","Rabastens"
"Rabard","Rabard"
"Rabanel","Rabanel"
"Quœux-Haut-Maînil","Quoeux-Haut-Mainil"
"Ouizilly-Vignolles","Ouizilly-Vignolles"
"Quivilri","Quivilri"
"Quivières","Quivieres"
"Quitteur","Quitteur"
"Quittebeuf","Quittebeuf"
"Quistinit","Quistinit"
"Quistinit","Quistinit"
"Quistinit","Quistinit"
"Kistinid","Kistinid"
"Quistinic","Quistinic"
"Quistillic","Quistillic"
"Quissac","Quissac"
"Quissac","Quissac"
"Quiry-le-Sec","Quiry-le-Sec"
"Glacier des Quirlies","Glacier des Quirlies"
"Picoulet de Quirhaut","Picoulet de Quirhaut"
"Quirbajou","Quirbajou"
"Quiquandon","Quiquandon"
"Quintin","Quintin"
"Quintillan","Quintillan"
"Quintigny","Quintigny"
"Quintenic","Quintenic"
"Quintenas","Quintenas"
"Quintal","Quintal"
"Quint-Fonsegrives","Quint-Fonsegrives"
"Quinssignac","Quinssignac"
"Quinssaines","Quinssaines"
"Quinsonnas","Quinsonnas"
"Quinson","Quinson"
"Quinsat","Quinsat"
"Quinsac","Quinsac"
"Quinsac","Quinsac"
"Quinsac","Quinsac"
"Quinsac","Quinsac"
"Quins","Quins"
"Quinquis Meur","Quinquis Meur"
"Quinquis Marc","Quinquis Marc"
"Quinquis-Ivin","Quinquis-Ivin"
"Quinquis","Quinquis"
"Quinquis","Quinquis"
"Quinquis","Quinquis"
"Quinquempoix","Quinquempoix"
"Quinioualc’h","Quinioualc'h"
"Quinhu","Quinhu"
"Quingey","Quingey"
"Quinéville","Quineville"
"Quincy-Voisins","Quincy-Voisins"
"Quincy-sous-Sénart","Quincy-sous-Senart"
"Quincy-sous-le-Mont","Quincy-sous-le-Mont"
"Quincy-le-Vicomte","Quincy-le-Vicomte"
"Quincy-Landzécourt","Quincy-Landzecourt"
"Quincy-Basse","Quincy-Basse"
"Bois de Quincy","Bois de Quincy"
"Quincy","Quincy"
"Quincy","Quincy"
"Quincieux","Quincieux"
"Quincieu","Quincieu"
"Quincieu","Quincieu"
"Quincié-en-Beaujolais","Quincie-en-Beaujolais"
"Quincey","Quincey"
"Quincey","Quincey"
"Quincey","Quincey"
"Quincerot","Quincerot"
"Quincerot","Quincerot"
"Quincé","Quince"
"Quincampoix-Fleuzy","Quincampoix-Fleuzy"
"Quincampoix","Quincampoix"
"Quincampoix","Quincampoix"
"Quimperlé","Quimperle"
"Arrondissement de Quimper","Arrondissement de Quimper"
"Quimper","Quimper"
"Quimiac","Quimiac"
"Château de Quimerch","Chateau de Quimerch"
"Quimerch","Quimerch"
"Quily","Quily"
"Quilvouarn","Quilvouarn"
"Quilly","Quilly"
"Quilly","Quilly"
"Quillivic","Quillivic"
"Quilliou-Guéguen","Quilliou-Gueguen"
"Quillinadec","Quillinadec"
"Quillihuel","Quillihuel"
"Quilligien","Quilligien"
"Quillien","Quillien"
"Quillien","Quillien"
"Quillidiec","Quillidiec"
"Quilliac","Quilliac"
"Quillebeuf-sur-Seine","Quillebeuf-sur-Seine"
"Quillan","Quillan"
"Quilinen","Quilinen"
"Quilimerien","Quilimerien"
"Quilien","Quilien"
"Quilidien","Quilidien"
"Quilen","Quilen"
"Quigouret","Quigouret"
"Quiévy","Quievy"
"Quièvrecourt","Quievrecourt"
"Quiévrechain","Quievrechain"
"Quiévelon","Quievelon"
"Quiestède","Quiestede"
"Quierzy","Quierzy"
"Quiéry-la-Motte","Quiery-la-Motte"
"Quiers-sur-Bézonde","Quiers-sur-Bezonde"
"Quiers","Quiers"
"Quié","Quie"
"Quibou","Quibou"
"Quiberville","Quiberville"
"Presqu’île de Quiberon","Presqu'ile de Quiberon"
"Banc de Quiberon","Banc de Quiberon"
"Baie de Quiberon","Baie de Quiberon"
"Quiberon","Quiberon"
"Quiaulne","Quiaulne"
"Quézédé","Quezede"
"Quézac","Quezac"
"Quézac","Quezac"
"Queyssiols","Queyssiols"
"Queyssel","Queyssel"
"Queyssac-les-Vignes","Queyssac-les-Vignes"
"Queyssac","Queyssac"
"Sommet de Queyron","Sommet de Queyron"
"Queyrières","Queyrieres"
"Queyrières","Queyrieres"
"Queyras","Queyras"
"Queyrac","Queyrac"
"Quévreville-la-Poterie","Quevreville-la-Poterie"
"Quévran","Quevran"
"Quevilloncourt","Quevilloncourt"
"Quevillon","Quevillon"
"Quévert","Quevert"
"Quéven","Queven"
"Quevauvillers","Quevauvillers"
"Queuzon","Queuzon"
"Queuvré","Queuvre"
"Bois des Queurées","Bois des Queurees"
"Queune","Queune"
"Queuille","Queuille"
"Queugne","Queugne"
"Queue du Hellet","Queue du Hellet"
"Ruisseau la Queue d’Âne","Ruisseau la Queue d'Ane"
"Queudes","Queudes"
"Quettreville-sur-Sienne","Quettreville-sur-Sienne"
"Quetteville","Quetteville"
"Quettetot","Quettetot"
"Quettehou","Quettehou"
"Quetigny","Quetigny"
"Quétiéville","Quetieville"
"Quet-en-Beaumont","Quet-en-Beaumont"
"Quétan","Quetan"
"Questrecques","Questrecques"
"Questinghen","Questinghen"
"Questembert","Questembert"
"Quessy","Quessy"
"Quessoy","Quessoy"
"Quessigny","Quessigny"
"Quesques","Quesques"
"Quesquemelon","Quesquemelon"
"Quesnoy-sur-Deûle","Quesnoy-sur-Deule"
"Quesnoy-sur-Airaines","Quesnoy-sur-Airaines"
"Quesnoy-le-Montant","Quesnoy-le-Montant"
"Quesney-Guesnon","Quesney-Guesnon"
"Quesmy","Quesmy"
"Quers","Quers"
"Querrieu","Querrieu"
"Querrien","Querrien"
"Querriaux","Querriaux"
"Querré","Querre"
"Pointe de Querqueville","Pointe de Querqueville"
"Fort de Querqueville","Fort de Querqueville"
"Querqueville","Querqueville"
"Roc de Querquéou","Roc de Querqueou"
"Quernes","Quernes"
"Quérigut","Querigut"
"Quérien","Querien"
"Quérénaing","Querenaing"
"Quercy","Quercy"
"Pointe Quercitello","Pointe Quercitello"
"Quercitello","Quercitello"
"Punta Quercitella","Punta Quercitella"
"Ruisseau de Querciole","Ruisseau de Querciole"
"Ruisseau de Quercio Grosso","Ruisseau de Quercio Grosso"
"Querceto","Querceto"
"Quercault","Quercault"
"Quercamps","Quercamps"
"Querbes","Querbes"
"Quéran","Queran"
"Quenza","Quenza"
"Quentinne","Quentinne"
"Quenonville","Quenonville"
"Quenoche","Quenoche"
"Quenneport","Quenneport"
"Quenne","Quenne"
"Queniquen","Queniquen"
"Queneux Bas","Queneux Bas"
"Kenekwenn","Kenekwenn"
"Quénécoir","Quenecoir"
"Forêt de Quénécan","Foret de Quenecan"
"Quend-Plage","Quend-Plage"
"Quend","Quend"
"Quemperven","Quemperven"
"Quemper-Guézennec","Quemper-Guezennec"
"Quemigny-sur-Seine","Quemigny-sur-Seine"
"Quemigny-Poisot","Quemigny-Poisot"
"Quemignerot","Quemignerot"
"Quémer","Quemer"
"Quéménéven","Quemeneven"
"Île de Quéménès","Ile de Quemenes"
"Quelvenec","Quelvenec"
"Quelven","Quelven"
"Quelneuc","Quelneuc"
"Quelmes","Quelmes"
"Quellennec","Quellennec"
"Kelenneg","Kelenneg"
"Quellec","Quellec"
"Quélern","Quelern"
"Quélennec","Quelennec"
"Quelaines-Saint-Gault","Quelaines-Saint-Gault"
"Bois de Queiraud","Bois de Queiraud"
"Queige","Queige"
"Quéhillac","Quehillac"
"Quehelan","Quehelan"
"Quéforc’h","Queforc'h"
"Quédillac","Quedillac"
"Québriac","Quebriac"
